MEMBER_ID,PORTFOLIO,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID000635,ABT,"$115,516.56","$113,163.78","$24,813.88","$9,866.19","$16,057.19",15.00%,1.0283
MID000635,GMNA,"$115,516.56","$113,163.78","$24,813.88","$9,866.19","$16,057.19",15.00%,1.0283
MID000635,AB,"$115,516.56","$113,163.78","$24,813.88","$9,866.19","$16,057.19",15.00%,1.0283
MID000635,KRM,"$115,516.56","$113,163.78","$24,813.88","$9,866.19","$16,057.19",15.00%,1.0283
MID000635,PEP,"$115,516.56","$113,163.78","$24,813.88","$9,866.19","$16,057.19",15.00%,1.0283
MID000635,OCST,"$115,516.56","$113,163.78","$24,813.88","$9,866.19","$16,057.19",15.00%,1.0283
MID000635,MMM,"$115,516.56","$113,163.78","$24,813.88","$9,866.19","$16,057.19",15.00%,1.0283
MID000636,ALPA,"$1,312,214.94","$1,271,227.87","$266,964.72","$82,792.85","$141,805.68",10.40%,1.1695
MID000636,DMC,"$1,312,214.94","$1,271,227.87","$266,964.72","$82,792.85","$141,805.68",10.40%,1.1695
MID000636,MZNA,"$1,312,214.94","$1,271,227.87","$266,964.72","$82,792.85","$141,805.68",10.40%,1.1695
MID000636,ABT,"$1,312,214.94","$1,271,227.87","$266,964.72","$82,792.85","$141,805.68",10.40%,1.1695
MID000636,GMNA,"$1,312,214.94","$1,271,227.87","$266,964.72","$82,792.85","$141,805.68",10.40%,1.1695
MID000637,CCSO,"$62,773.99","$61,713.97","$14,502.86","$7,351.32","$10,646.47",17.00%,0.9497
MID000637,NEK,"$62,773.99","$61,713.97","$14,502.86","$7,351.32","$10,646.47",17.00%,0.9497
MID000637,SM,"$62,773.99","$61,713.97","$14,502.86","$7,351.32","$10,646.47",17.00%,0.9497
MID000638,GS,"$124,952.94","$122,371.47","$26,503.29","$11,424.30","$17,362.71",13.20%,1.0547
MID000638,GMNA,"$124,952.94","$122,371.47","$26,503.29","$11,424.30","$17,362.71",13.20%,1.0547
MID000638,AB,"$124,952.94","$122,371.47","$26,503.29","$11,424.30","$17,362.71",13.20%,1.0547
MID000638,DMC,"$124,952.94","$122,371.47","$26,503.29","$11,424.30","$17,362.71",13.20%,1.0547
MID000638,NTIC,"$124,952.94","$122,371.47","$26,503.29","$11,424.30","$17,362.71",13.20%,1.0547
MID000639,EPF,"$6,510.43","$6,437.63","$1,324.97",$465.69,$852.85,12.80%,1.14
MID000639,FWC,"$6,510.43","$6,437.63","$1,324.97",$465.69,$852.85,12.80%,1.14
MID000639,SM,"$6,510.43","$6,437.63","$1,324.97",$465.69,$852.85,12.80%,1.14
MID000640,ONH,"$63,096.39","$61,552.43","$13,675.35","$6,111.23","$9,571.34",14.80%,1.0308
MID000640,DMC,"$63,096.39","$61,552.43","$13,675.35","$6,111.23","$9,571.34",14.80%,1.0308
MID000640,JJN,"$63,096.39","$61,552.43","$13,675.35","$6,111.23","$9,571.34",14.80%,1.0308
MID000640,MMM,"$63,096.39","$61,552.43","$13,675.35","$6,111.23","$9,571.34",14.80%,1.0308
MID000640,EG,"$63,096.39","$61,552.43","$13,675.35","$6,111.23","$9,571.34",14.80%,1.0308
MID000640,HD,"$63,096.39","$61,552.43","$13,675.35","$6,111.23","$9,571.34",14.80%,1.0308
MID000641,MMM,"$1,293,350.80","$1,257,502.19","$281,289.71","$85,387.96","$162,368.56",13.20%,1.0429
MID000641,EG,"$1,293,350.80","$1,257,502.19","$281,289.71","$85,387.96","$162,368.56",13.20%,1.0429
MID000641,ALPA,"$1,293,350.80","$1,257,502.19","$281,289.71","$85,387.96","$162,368.56",13.20%,1.0429
MID000641,PG,"$1,293,350.80","$1,257,502.19","$281,289.71","$85,387.96","$162,368.56",13.20%,1.0429
MID000641,NEK,"$1,293,350.80","$1,257,502.19","$281,289.71","$85,387.96","$162,368.56",13.20%,1.0429
MID000641,GMNA,"$1,293,350.80","$1,257,502.19","$281,289.71","$85,387.96","$162,368.56",13.20%,1.0429
MID000642,SM,"$1,294.24","$1,264.80",$282.02,$94.64,$180.18,13.80%,1.0433
MID000642,MTFS,"$1,294.24","$1,264.80",$282.02,$94.64,$180.18,13.80%,1.0433
MID000642,OK,"$1,294.24","$1,264.80",$282.02,$94.64,$180.18,13.80%,1.0433
MID000643,AB,"$51,643.88","$50,962.89","$10,304.72","$4,401.80","$6,406.25",12.40%,1.13
MID000643,ALPA,"$51,643.88","$50,962.89","$10,304.72","$4,401.80","$6,406.25",12.40%,1.13
MID000643,EPF,"$51,643.88","$50,962.89","$10,304.72","$4,401.80","$6,406.25",12.40%,1.13
MID000643,HD,"$51,643.88","$50,962.89","$10,304.72","$4,401.80","$6,406.25",12.40%,1.13
MID000643,PG,"$51,643.88","$50,962.89","$10,304.72","$4,401.80","$6,406.25",12.40%,1.13
MID000643,ONH,"$51,643.88","$50,962.89","$10,304.72","$4,401.80","$6,406.25",12.40%,1.13
MID000643,OCST,"$51,643.88","$50,962.89","$10,304.72","$4,401.80","$6,406.25",12.40%,1.13
MID000644,HD,"$14,488.13","$14,152.40","$3,119.87","$1,120.41","$2,097.94",11.20%,1.118
MID000644,ABC,"$14,488.13","$14,152.40","$3,119.87","$1,120.41","$2,097.94",11.20%,1.118
MID000644,NEK,"$14,488.13","$14,152.40","$3,119.87","$1,120.41","$2,097.94",11.20%,1.118
MID000644,OCST,"$14,488.13","$14,152.40","$3,119.87","$1,120.41","$2,097.94",11.20%,1.118
MID000644,GS,"$14,488.13","$14,152.40","$3,119.87","$1,120.41","$2,097.94",11.20%,1.118
MID000644,CCSO,"$14,488.13","$14,152.40","$3,119.87","$1,120.41","$2,097.94",11.20%,1.118
MID000645,MPJ,"$14,081.21","$13,729.09","$3,064.87","$1,323.67","$1,756.70",15.40%,1.0053
MID000645,EG,"$14,081.21","$13,729.09","$3,064.87","$1,323.67","$1,756.70",15.40%,1.0053
MID000645,PEP,"$14,081.21","$13,729.09","$3,064.87","$1,323.67","$1,756.70",15.40%,1.0053
MID000646,GMNA,"$1,294,345.87","$1,256,655.80","$285,265.87","$97,200.13","$173,507.22",13.20%,1.0318
MID000646,SM,"$1,294,345.87","$1,256,655.80","$285,265.87","$97,200.13","$173,507.22",13.20%,1.0318
MID000646,LTSA,"$1,294,345.87","$1,256,655.80","$285,265.87","$97,200.13","$173,507.22",13.20%,1.0318
MID000646,TWM,"$1,294,345.87","$1,256,655.80","$285,265.87","$97,200.13","$173,507.22",13.20%,1.0318
MID000647,PEP,"$1,299.48","$1,270.57",$282.48,$113.68,$177.71,14.20%,1.0602
MID000647,NTIC,"$1,299.48","$1,270.57",$282.48,$113.68,$177.71,14.20%,1.0602
MID000647,MMM,"$1,299.48","$1,270.57",$282.48,$113.68,$177.71,14.20%,1.0602
MID000647,MZNA,"$1,299.48","$1,270.57",$282.48,$113.68,$177.71,14.20%,1.0602
MID000647,OK,"$1,299.48","$1,270.57",$282.48,$113.68,$177.71,14.20%,1.0602
MID000647,ONH,"$1,299.48","$1,270.57",$282.48,$113.68,$177.71,14.20%,1.0602
MID000647,EG,"$1,299.48","$1,270.57",$282.48,$113.68,$177.71,14.20%,1.0602
MID000648,JJN,"$52,105.95","$50,805.99","$11,342.77","$3,748.15","$7,125.54",13.40%,1.0673
MID000648,NTIC,"$52,105.95","$50,805.99","$11,342.77","$3,748.15","$7,125.54",13.40%,1.0673
MID000648,OK,"$52,105.95","$50,805.99","$11,342.77","$3,748.15","$7,125.54",13.40%,1.0673
MID000649,ALPA,"$126,044.82","$123,711.74","$26,509.26","$9,159.94","$14,090.57",16.00%,1.0956
MID000649,HD,"$126,044.82","$123,711.74","$26,509.26","$9,159.94","$14,090.57",16.00%,1.0956
MID000649,NEK,"$126,044.82","$123,711.74","$26,509.26","$9,159.94","$14,090.57",16.00%,1.0956
MID000649,TWM,"$126,044.82","$123,711.74","$26,509.26","$9,159.94","$14,090.57",16.00%,1.0956
MID000649,TCA,"$126,044.82","$123,711.74","$26,509.26","$9,159.94","$14,090.57",16.00%,1.0956
MID000650,OK,"$89,463.98","$87,116.97","$19,081.69","$7,384.51","$12,735.90",13.20%,1.0724
MID000650,FWC,"$89,463.98","$87,116.97","$19,081.69","$7,384.51","$12,735.90",13.20%,1.0724
MID000650,ABT,"$89,463.98","$87,116.97","$19,081.69","$7,384.51","$12,735.90",13.20%,1.0724
MID000650,LTSA,"$89,463.98","$87,116.97","$19,081.69","$7,384.51","$12,735.90",13.20%,1.0724
MID000650,PG,"$89,463.98","$87,116.97","$19,081.69","$7,384.51","$12,735.90",13.20%,1.0724
MID000651,LTSA,"$6,571.76","$6,410.83","$1,420.52",$493.21,$855.00,10.80%,1.1065
MID000651,EG,"$6,571.76","$6,410.83","$1,420.52",$493.21,$855.00,10.80%,1.1065
MID000651,AB,"$6,571.76","$6,410.83","$1,420.52",$493.21,$855.00,10.80%,1.1065
MID000651,NTIC,"$6,571.76","$6,410.83","$1,420.52",$493.21,$855.00,10.80%,1.1065
MID000651,OCST,"$6,571.76","$6,410.83","$1,420.52",$493.21,$855.00,10.80%,1.1065
MID000651,ALPA,"$6,571.76","$6,410.83","$1,420.52",$493.21,$855.00,10.80%,1.1065
MID000652,NTIC,"$58,449.05","$56,795.49","$12,895.90","$5,136.92","$8,387.31",13.00%,1.0429
MID000652,DMC,"$58,449.05","$56,795.49","$12,895.90","$5,136.92","$8,387.31",13.00%,1.0429
MID000652,ABT,"$58,449.05","$56,795.49","$12,895.90","$5,136.92","$8,387.31",13.00%,1.0429
MID000653,MTFS,"$1,280,109.60","$1,256,369.59","$252,781.47","$98,393.36","$159,420.74",11.80%,1.1081
MID000653,ALPA,"$1,280,109.60","$1,256,369.59","$252,781.47","$98,393.36","$159,420.74",11.80%,1.1081
MID000653,MPJ,"$1,280,109.60","$1,256,369.59","$252,781.47","$98,393.36","$159,420.74",11.80%,1.1081
MID000653,NTIC,"$1,280,109.60","$1,256,369.59","$252,781.47","$98,393.36","$159,420.74",11.80%,1.1081
MID000654,SM,"$6,548.23","$6,398.19","$1,449.91",$462.34,$825.59,13.80%,1.0678
MID000654,GMNA,"$6,548.23","$6,398.19","$1,449.91",$462.34,$825.59,13.80%,1.0678
MID000654,EPF,"$6,548.23","$6,398.19","$1,449.91",$462.34,$825.59,13.80%,1.0678
MID000654,DMC,"$6,548.23","$6,398.19","$1,449.91",$462.34,$825.59,13.80%,1.0678
MID000655,TCA,"$1,288,787.28","$1,283,143.71","$284,204.27","$118,625.51","$194,974.35",15.40%,1.0161
MID000655,EPF,"$1,288,787.28","$1,283,143.71","$284,204.27","$118,625.51","$194,974.35",15.40%,1.0161
MID000655,CCSO,"$1,288,787.28","$1,283,143.71","$284,204.27","$118,625.51","$194,974.35",15.40%,1.0161
MID000655,EG,"$1,288,787.28","$1,283,143.71","$284,204.27","$118,625.51","$194,974.35",15.40%,1.0161
MID000655,MPJ,"$1,288,787.28","$1,283,143.71","$284,204.27","$118,625.51","$194,974.35",15.40%,1.0161
MID000656,LTSA,"$123,438.98","$121,644.56","$26,643.47","$12,754.75","$19,220.96",16.40%,0.9923
MID000656,NTIC,"$123,438.98","$121,644.56","$26,643.47","$12,754.75","$19,220.96",16.40%,0.9923
MID000656,GMNA,"$123,438.98","$121,644.56","$26,643.47","$12,754.75","$19,220.96",16.40%,0.9923
MID000656,FWC,"$123,438.98","$121,644.56","$26,643.47","$12,754.75","$19,220.96",16.40%,0.9923
MID000657,NTIC,"$125,166.59","$123,428.29","$25,883.36","$9,926.37","$18,705.32",12.20%,1.0882
MID000657,PG,"$125,166.59","$123,428.29","$25,883.36","$9,926.37","$18,705.32",12.20%,1.0882
MID000657,OCST,"$125,166.59","$123,428.29","$25,883.36","$9,926.37","$18,705.32",12.20%,1.0882
MID000658,OK,"$52,145.99","$51,341.45","$10,827.98","$4,162.05","$7,507.17",12.20%,1.1217
MID000658,TWM,"$52,145.99","$51,341.45","$10,827.98","$4,162.05","$7,507.17",12.20%,1.1217
MID000658,MTFS,"$52,145.99","$51,341.45","$10,827.98","$4,162.05","$7,507.17",12.20%,1.1217
MID000659,LTSA,"$52,153.09","$50,281.40","$11,499.89","$3,081.17","$7,092.18",12.40%,1.0568
MID000659,OOGGL,"$52,153.09","$50,281.40","$11,499.89","$3,081.17","$7,092.18",12.40%,1.0568
MID000659,GS,"$52,153.09","$50,281.40","$11,499.89","$3,081.17","$7,092.18",12.40%,1.0568
MID000659,NEK,"$52,153.09","$50,281.40","$11,499.89","$3,081.17","$7,092.18",12.40%,1.0568
MID000660,EPF,"$113,291.72","$111,453.96","$23,166.62","$8,634.01","$14,099.56",11.60%,1.0917
MID000660,GS,"$113,291.72","$111,453.96","$23,166.62","$8,634.01","$14,099.56",11.60%,1.0917
MID000660,MMM,"$113,291.72","$111,453.96","$23,166.62","$8,634.01","$14,099.56",11.60%,1.0917
MID000660,ALPA,"$113,291.72","$111,453.96","$23,166.62","$8,634.01","$14,099.56",11.60%,1.0917
MID000660,PEP,"$113,291.72","$111,453.96","$23,166.62","$8,634.01","$14,099.56",11.60%,1.0917
MID000660,OK,"$113,291.72","$111,453.96","$23,166.62","$8,634.01","$14,099.56",11.60%,1.0917
MID000661,EPF,"$12,777.37","$12,486.95","$2,622.08","$1,043.00","$1,947.55",12.40%,1.0592
MID000661,MZNA,"$12,777.37","$12,486.95","$2,622.08","$1,043.00","$1,947.55",12.40%,1.0592
MID000661,OOGGL,"$12,777.37","$12,486.95","$2,622.08","$1,043.00","$1,947.55",12.40%,1.0592
MID000662,NEK,"$63,764.18","$62,517.27","$13,263.88","$5,044.36","$8,162.90",14.80%,1.0377
MID000662,PEP,"$63,764.18","$62,517.27","$13,263.88","$5,044.36","$8,162.90",14.80%,1.0377
MID000662,MMM,"$63,764.18","$62,517.27","$13,263.88","$5,044.36","$8,162.90",14.80%,1.0377
MID000662,JJN,"$63,764.18","$62,517.27","$13,263.88","$5,044.36","$8,162.90",14.80%,1.0377
MID000663,OK,"$89,417.84","$87,671.32","$18,482.56","$6,224.43","$11,088.49",14.00%,1.1047
MID000663,DMC,"$89,417.84","$87,671.32","$18,482.56","$6,224.43","$11,088.49",14.00%,1.1047
MID000663,LTSA,"$89,417.84","$87,671.32","$18,482.56","$6,224.43","$11,088.49",14.00%,1.1047
MID000663,MMM,"$89,417.84","$87,671.32","$18,482.56","$6,224.43","$11,088.49",14.00%,1.1047
MID000663,MPJ,"$89,417.84","$87,671.32","$18,482.56","$6,224.43","$11,088.49",14.00%,1.1047
MID000663,GS,"$89,417.84","$87,671.32","$18,482.56","$6,224.43","$11,088.49",14.00%,1.1047
MID000664,OCST,"$1,274.88","$1,251.16",$279.26,$124.99,$199.11,14.80%,0.9843
MID000664,ABC,"$1,274.88","$1,251.16",$279.26,$124.99,$199.11,14.80%,0.9843
MID000664,CCSO,"$1,274.88","$1,251.16",$279.26,$124.99,$199.11,14.80%,0.9843
MID000664,EG,"$1,274.88","$1,251.16",$279.26,$124.99,$199.11,14.80%,0.9843
MID000664,MTFS,"$1,274.88","$1,251.16",$279.26,$124.99,$199.11,14.80%,0.9843
MID000664,OK,"$1,274.88","$1,251.16",$279.26,$124.99,$199.11,14.80%,0.9843
MID000665,OCST,"$1,274,956.93","$1,232,190.99","$285,532.44","$117,933.82","$171,714.51",16.00%,0.963
MID000665,DMC,"$1,274,956.93","$1,232,190.99","$285,532.44","$117,933.82","$171,714.51",16.00%,0.963
MID000665,MTFS,"$1,274,956.93","$1,232,190.99","$285,532.44","$117,933.82","$171,714.51",16.00%,0.963
MID000665,MMM,"$1,274,956.93","$1,232,190.99","$285,532.44","$117,933.82","$171,714.51",16.00%,0.963
MID000665,JJN,"$1,274,956.93","$1,232,190.99","$285,532.44","$117,933.82","$171,714.51",16.00%,0.963
MID000666,ABT,"$64,098.40","$62,930.23","$13,441.83","$6,309.85","$9,078.29",15.60%,1.0488
MID000666,JJN,"$64,098.40","$62,930.23","$13,441.83","$6,309.85","$9,078.29",15.60%,1.0488
MID000666,AB,"$64,098.40","$62,930.23","$13,441.83","$6,309.85","$9,078.29",15.60%,1.0488
MID000666,GMNA,"$64,098.40","$62,930.23","$13,441.83","$6,309.85","$9,078.29",15.60%,1.0488
MID000666,KRM,"$64,098.40","$62,930.23","$13,441.83","$6,309.85","$9,078.29",15.60%,1.0488
MID000666,DMC,"$64,098.40","$62,930.23","$13,441.83","$6,309.85","$9,078.29",15.60%,1.0488
MID000667,NTIC,"$1,267,645.21","$1,256,127.97","$264,614.78","$126,024.92","$198,262.81",14.00%,1.0115
MID000667,OOGGL,"$1,267,645.21","$1,256,127.97","$264,614.78","$126,024.92","$198,262.81",14.00%,1.0115
MID000667,TWM,"$1,267,645.21","$1,256,127.97","$264,614.78","$126,024.92","$198,262.81",14.00%,1.0115
MID000667,AB,"$1,267,645.21","$1,256,127.97","$264,614.78","$126,024.92","$198,262.81",14.00%,1.0115
MID000667,PG,"$1,267,645.21","$1,256,127.97","$264,614.78","$126,024.92","$198,262.81",14.00%,1.0115
MID000668,EPF,"$113,862.67","$111,812.23","$23,538.24","$8,324.86","$15,355.07",13.00%,1.0988
MID000668,OCST,"$113,862.67","$111,812.23","$23,538.24","$8,324.86","$15,355.07",13.00%,1.0988
MID000668,OOGGL,"$113,862.67","$111,812.23","$23,538.24","$8,324.86","$15,355.07",13.00%,1.0988
MID000669,FWC,"$1,277,028.35","$1,238,615.06","$279,145.42","$114,993.67","$189,025.84",14.40%,0.9924
MID000669,NEK,"$1,277,028.35","$1,238,615.06","$279,145.42","$114,993.67","$189,025.84",14.40%,0.9924
MID000669,EG,"$1,277,028.35","$1,238,615.06","$279,145.42","$114,993.67","$189,025.84",14.40%,0.9924
MID000669,HD,"$1,277,028.35","$1,238,615.06","$279,145.42","$114,993.67","$189,025.84",14.40%,0.9924
MID000670,LTSA,"$1,302,381.24","$1,272,422.38","$282,824.27","$135,416.15","$200,510.72",12.60%,1.0691
MID000670,DMC,"$1,302,381.24","$1,272,422.38","$282,824.27","$135,416.15","$200,510.72",12.60%,1.0691
MID000670,OCST,"$1,302,381.24","$1,272,422.38","$282,824.27","$135,416.15","$200,510.72",12.60%,1.0691
MID000670,MZNA,"$1,302,381.24","$1,272,422.38","$282,824.27","$135,416.15","$200,510.72",12.60%,1.0691
MID000670,PEP,"$1,302,381.24","$1,272,422.38","$282,824.27","$135,416.15","$200,510.72",12.60%,1.0691
MID000671,MZNA,"$12,920.72","$12,680.42","$2,734.19",$931.53,"$1,504.43",12.60%,1.0682
MID000671,ONH,"$12,920.72","$12,680.42","$2,734.19",$931.53,"$1,504.43",12.60%,1.0682
MID000671,AB,"$12,920.72","$12,680.42","$2,734.19",$931.53,"$1,504.43",12.60%,1.0682
MID000671,LTSA,"$12,920.72","$12,680.42","$2,734.19",$931.53,"$1,504.43",12.60%,1.0682
MID000671,ABC,"$12,920.72","$12,680.42","$2,734.19",$931.53,"$1,504.43",12.60%,1.0682
MID000671,ABT,"$12,920.72","$12,680.42","$2,734.19",$931.53,"$1,504.43",12.60%,1.0682
MID000672,CCSO,"$89,833.37","$87,598.31","$19,254.22","$7,037.70","$11,125.94",10.20%,1.082
MID000672,NEK,"$89,833.37","$87,598.31","$19,254.22","$7,037.70","$11,125.94",10.20%,1.082
MID000672,MZNA,"$89,833.37","$87,598.31","$19,254.22","$7,037.70","$11,125.94",10.20%,1.082
MID000672,ONH,"$89,833.37","$87,598.31","$19,254.22","$7,037.70","$11,125.94",10.20%,1.082
MID000673,DMC,"$14,136.21","$13,839.13","$3,085.63","$1,263.87","$2,178.44",14.40%,1.0164
MID000673,AB,"$14,136.21","$13,839.13","$3,085.63","$1,263.87","$2,178.44",14.40%,1.0164
MID000673,CCSO,"$14,136.21","$13,839.13","$3,085.63","$1,263.87","$2,178.44",14.40%,1.0164
MID000674,TCA,"$104,609.27","$102,472.74","$22,705.18","$6,714.72","$14,567.01",12.80%,1.0839
MID000674,GMNA,"$104,609.27","$102,472.74","$22,705.18","$6,714.72","$14,567.01",12.80%,1.0839
MID000675,OK,"$70,591.93","$69,742.54","$14,811.12","$5,610.84","$9,920.79",13.60%,1.0527
MID000675,SM,"$70,591.93","$69,742.54","$14,811.12","$5,610.84","$9,920.79",13.60%,1.0527
MID000675,MPJ,"$70,591.93","$69,742.54","$14,811.12","$5,610.84","$9,920.79",13.60%,1.0527
MID000675,OOGGL,"$70,591.93","$69,742.54","$14,811.12","$5,610.84","$9,920.79",13.60%,1.0527
MID000676,ALPA,"$12,846.73","$12,372.15","$2,878.89",$951.27,"$1,537.77",11.60%,0.9888
MID000676,ONH,"$12,846.73","$12,372.15","$2,878.89",$951.27,"$1,537.77",11.60%,0.9888
MID000676,MPJ,"$12,846.73","$12,372.15","$2,878.89",$951.27,"$1,537.77",11.60%,0.9888
MID000676,MTFS,"$12,846.73","$12,372.15","$2,878.89",$951.27,"$1,537.77",11.60%,0.9888
MID000676,TWM,"$12,846.73","$12,372.15","$2,878.89",$951.27,"$1,537.77",11.60%,0.9888
MID000676,HD,"$12,846.73","$12,372.15","$2,878.89",$951.27,"$1,537.77",11.60%,0.9888
MID000677,MZNA,"$12,930.94","$12,616.09","$2,787.50","$1,037.15","$1,751.68",13.80%,1.0515
MID000677,JJN,"$12,930.94","$12,616.09","$2,787.50","$1,037.15","$1,751.68",13.80%,1.0515
MID000677,MTFS,"$12,930.94","$12,616.09","$2,787.50","$1,037.15","$1,751.68",13.80%,1.0515
MID000677,FWC,"$12,930.94","$12,616.09","$2,787.50","$1,037.15","$1,751.68",13.80%,1.0515
MID000677,SM,"$12,930.94","$12,616.09","$2,787.50","$1,037.15","$1,751.68",13.80%,1.0515
MID000677,HD,"$12,930.94","$12,616.09","$2,787.50","$1,037.15","$1,751.68",13.80%,1.0515
MID000678,TWM,"$62,902.60","$61,889.37","$13,006.28","$4,698.77","$8,685.94",13.40%,1.0689
MID000678,ALPA,"$62,902.60","$61,889.37","$13,006.28","$4,698.77","$8,685.94",13.40%,1.0689
MID000679,AB,"$64,415.69","$62,706.92","$13,160.99","$4,626.99","$8,939.07",12.00%,1.0953
MID000679,PG,"$64,415.69","$62,706.92","$13,160.99","$4,626.99","$8,939.07",12.00%,1.0953
MID000679,OK,"$64,415.69","$62,706.92","$13,160.99","$4,626.99","$8,939.07",12.00%,1.0953
MID000679,MPJ,"$64,415.69","$62,706.92","$13,160.99","$4,626.99","$8,939.07",12.00%,1.0953
MID000680,PEP,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,PG,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,EG,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,CCSO,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,MMM,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,LTSA,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,NEK,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,GMNA,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000680,SM,"$111,991.84","$109,056.93","$23,772.38","$9,787.73","$16,578.39",14.80%,1.0092
MID000681,ONH,"$12,891.70","$12,501.89","$2,942.06","$1,131.06","$1,836.08",15.00%,0.9829
MID000681,DMC,"$12,891.70","$12,501.89","$2,942.06","$1,131.06","$1,836.08",15.00%,0.9829
MID000681,LTSA,"$12,891.70","$12,501.89","$2,942.06","$1,131.06","$1,836.08",15.00%,0.9829
MID000682,AB,"$104,135.97","$100,728.39","$22,629.18","$6,597.13","$12,610.81",11.60%,1.0666
MID000682,PG,"$104,135.97","$100,728.39","$22,629.18","$6,597.13","$12,610.81",11.60%,1.0666
MID000682,TCA,"$104,135.97","$100,728.39","$22,629.18","$6,597.13","$12,610.81",11.60%,1.0666
MID000682,FWC,"$104,135.97","$100,728.39","$22,629.18","$6,597.13","$12,610.81",11.60%,1.0666
MID000683,HD,"$126,265.16","$123,765.19","$25,112.47","$7,060.69","$14,527.31",10.80%,1.1654
MID000683,NEK,"$126,265.16","$123,765.19","$25,112.47","$7,060.69","$14,527.31",10.80%,1.1654
MID000683,LTSA,"$126,265.16","$123,765.19","$25,112.47","$7,060.69","$14,527.31",10.80%,1.1654
MID000683,OOGGL,"$126,265.16","$123,765.19","$25,112.47","$7,060.69","$14,527.31",10.80%,1.1654
MID000683,MMM,"$126,265.16","$123,765.19","$25,112.47","$7,060.69","$14,527.31",10.80%,1.1654
MID000683,AB,"$126,265.16","$123,765.19","$25,112.47","$7,060.69","$14,527.31",10.80%,1.1654
MID000684,TCA,"$12,724.76","$12,437.50","$2,722.55","$1,357.07","$2,006.71",15.00%,1.0008
MID000684,PEP,"$12,724.76","$12,437.50","$2,722.55","$1,357.07","$2,006.71",15.00%,1.0008
MID000684,CCSO,"$12,724.76","$12,437.50","$2,722.55","$1,357.07","$2,006.71",15.00%,1.0008
MID000684,OOGGL,"$12,724.76","$12,437.50","$2,722.55","$1,357.07","$2,006.71",15.00%,1.0008
MID000684,ONH,"$12,724.76","$12,437.50","$2,722.55","$1,357.07","$2,006.71",15.00%,1.0008
MID000684,SM,"$12,724.76","$12,437.50","$2,722.55","$1,357.07","$2,006.71",15.00%,1.0008
MID000685,GMNA,"$12,989.90","$12,704.69","$2,795.40","$1,078.06","$1,706.29",13.40%,1.0696
MID000685,ABT,"$12,989.90","$12,704.69","$2,795.40","$1,078.06","$1,706.29",13.40%,1.0696
MID000685,EPF,"$12,989.90","$12,704.69","$2,795.40","$1,078.06","$1,706.29",13.40%,1.0696
MID000685,HD,"$12,989.90","$12,704.69","$2,795.40","$1,078.06","$1,706.29",13.40%,1.0696
MID000685,SM,"$12,989.90","$12,704.69","$2,795.40","$1,078.06","$1,706.29",13.40%,1.0696
MID000685,FWC,"$12,989.90","$12,704.69","$2,795.40","$1,078.06","$1,706.29",13.40%,1.0696
MID000686,PG,"$57,613.26","$56,165.23","$12,122.14","$5,435.38","$8,245.45",13.00%,1.0405
MID000686,SM,"$57,613.26","$56,165.23","$12,122.14","$5,435.38","$8,245.45",13.00%,1.0405
