MEMBER_ID,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID010021,"$103,630.90","$101,758.84","$21,687.08",,,13.00%,1.0896
MID010022,"$1,271.31","$1,240.16",$253.91,,,13.60%,1.0685
MID010023,"$62,932.38","$61,864.01","$12,984.11",,,12.80%,1.0730
MID010024,"$57,497.60","$56,571.31","$11,572.73",,,13.80%,1.0799
MID010025,"$70,758.79","$68,731.36","$14,731.86",,,12.00%,1.0697
MID010026,"$89,216.73","$88,595.66","$18,424.17",,,12.80%,1.0973
MID010027,"$63,447.78","$61,936.50","$14,825.86",,,16.20%,0.9745
MID010028,"$63,385.72","$62,314.51","$13,280.56",,,13.80%,1.0832
MID010029,"$90,408.30","$87,613.94","$19,772.50",,,12.60%,1.0827
MID010030,"$116,597.68","$114,980.19","$24,273.20",,,12.60%,1.0958
MID010031,"$51,898.00","$50,531.36","$11,130.87",,,14.00%,1.0689
MID010032,"$14,084.77","$13,799.76","$2,958.49",,,15.00%,1.0427
MID010033,"$71,540.24","$70,463.88","$15,478.61",,,13.80%,1.0686
MID010034,"$114,103.42","$111,824.92","$24,287.70",,,12.60%,1.0748
MID010035,"$12,990.83","$12,802.22","$2,668.59",,,12.80%,1.1208
MID010036,"$1,266,740.65","$1,222,740.49","$276,307.32",,,14.60%,0.9654
MID010037,"$116,990.90","$114,484.85","$25,315.25",,,14.00%,1.0662
MID010038,"$126,784.04","$124,385.97","$27,177.76",,,12.20%,1.0959
MID010039,"$58,371.09","$56,942.63","$12,805.05",,,13.80%,1.0442
MID010040,"$1,277.72","$1,237.96",$272.93,,,13.40%,1.0175
MID010041,"$87,729.34","$85,198.59","$19,117.71",,,14.60%,0.9797
MID010042,"$52,117.54","$50,326.34","$11,382.60",,,12.00%,1.0646
MID010043,"$117,414.30","$115,147.75","$25,842.41",,,13.60%,1.0608
MID010044,"$64,040.53","$62,669.52","$13,644.67",,,11.60%,1.1023
MID010045,"$58,754.00","$57,574.59","$12,635.60",,,13.20%,1.0885
MID010046,"$14,364.11","$13,948.79","$3,083.91",,,9.40%,1.0909
MID010047,"$65,772.57","$64,787.63","$14,621.17",,,12.40%,1.0787
MID010048,"$57,756.97","$56,520.91","$12,346.27",,,14.00%,1.0333
MID010049,"$116,327.53","$112,835.61","$24,450.81",,,13.60%,1.0768
MID010050,"$6,344.62","$6,182.14","$1,310.74",,,13.40%,1.0258
MID010051,"$126,297.82","$124,712.82","$27,690.79",,,14.20%,1.0580
MID010052,"$6,498.47","$6,404.59","$1,357.78",,,11.20%,1.1036
MID010053,"$58,165.58","$56,372.40","$12,581.35",,,15.20%,1.0464
MID010054,"$63,867.36","$62,583.59","$12,880.45",,,13.20%,1.0766
MID010055,"$112,440.82","$110,104.62","$22,708.66",,,12.20%,1.0763
MID010056,"$58,345.58","$57,213.75","$12,810.47",,,14.20%,1.0418
MID010057,"$1,302.31","$1,280.48",$279.36,,,14.00%,1.0822
MID010058,"$87,402.23","$84,889.48","$18,013.14",,,14.00%,1.0216
MID010059,"$88,946.54","$87,178.37","$19,621.83",,,14.80%,1.0165
MID010060,"$1,281,671.87","$1,255,760.84","$274,250.28",,,15.60%,1.0271
MID010061,"$58,528.61","$58,193.71","$11,917.49",,,11.40%,1.1352
MID010062,"$51,672.33","$50,510.98","$11,212.89",,,14.20%,1.0410
MID010063,"$114,468.56","$110,946.28","$24,816.12",,,12.80%,1.0666
MID010064,"$104,265.03","$101,649.15","$22,099.90",,,12.00%,1.0980
MID010065,"$6,410.58","$6,260.30","$1,252.56",,,11.80%,1.1262
MID010066,"$1,268.73","$1,245.18",$283.67,,,17.00%,0.9473
MID010067,"$58,944.76","$57,514.01","$13,500.31",,,15.00%,1.0329
MID010068,"$1,276.27","$1,254.42",$250.33,,,12.00%,1.1036
MID010069,"$114,279.69","$110,562.75","$24,605.39",,,15.80%,0.9868
MID010070,"$70,992.45","$69,377.52","$15,956.61",,,14.40%,1.0022
MID010071,"$64,222.21","$62,107.59","$13,854.32",,,13.60%,1.0266
MID010072,"$63,147.41","$61,479.33","$13,074.19",,,12.40%,1.0821
MID010073,"$122,305.41","$118,665.27","$27,577.26",,,16.80%,0.9176
MID010074,"$63,589.30","$62,118.38","$13,231.01",,,12.00%,1.1027
MID010075,"$14,119.36","$14,044.64","$2,875.28",,,13.00%,1.0849
MID010076,"$6,402.12","$6,277.50","$1,409.00",,,16.40%,0.9951
MID010077,"$116,700.39","$113,865.68","$24,461.05",,,13.60%,1.0915
MID010078,"$6,490.45","$6,282.19","$1,381.47",,,13.60%,1.0789
MID010079,"$103,439.05","$101,269.84","$22,200.34",,,12.80%,1.0558
MID010080,"$115,918.68","$114,441.81","$24,929.58",,,15.00%,1.0397
MID010081,"$62,588.46","$60,695.25","$13,218.74",,,12.80%,1.0280
MID010082,"$71,608.64","$69,611.53","$15,795.82",,,12.60%,1.0515
MID010083,"$1,299.61","$1,280.69",$259.93,,,12.20%,1.1527
MID010084,"$12,701.72","$12,526.04","$2,615.98",,,15.80%,1.0328
MID010085,"$65,430.59","$63,859.56","$14,413.96",,,11.40%,1.0705
MID010086,"$63,129.57","$61,945.17","$14,071.96",,,14.20%,1.0041
MID010087,"$14,327.12","$13,886.55","$2,943.42",,,10.40%,1.1304
MID010088,"$1,276,459.25","$1,247,214.42","$267,053.10",,,13.80%,1.0352
MID010089,"$1,294,749.57","$1,248,194.65","$290,954.47",,,12.60%,1.0130
MID010090,"$64,467.67","$63,032.27","$13,445.08",,,14.80%,1.0761
MID010091,"$115,856.93","$114,220.77","$23,682.05",,,11.60%,1.0918
MID010092,"$14,251.14","$13,951.20","$2,920.85",,,12.00%,1.1131
MID010093,"$12,899.83","$12,645.14","$2,749.13",,,13.20%,1.0548
MID010094,"$63,852.96","$62,891.85","$13,059.86",,,12.80%,1.0607
MID010095,"$58,320.00","$57,183.33","$11,912.72",,,12.00%,1.1181
MID010096,"$1,285,702.02","$1,253,388.53","$281,232.70",,,13.40%,1.0159
MID010097,"$125,640.43","$123,600.00","$27,487.25",,,15.20%,1.0420
MID010098,"$1,299,760.91","$1,271,022.29","$278,883.21",,,15.20%,1.0749
MID010099,"$114,078.79","$112,594.86","$23,429.16",,,15.20%,1.0277
MID010100,"$115,947.99","$113,342.65","$24,291.96",,,13.80%,1.0682
MID010101,"$89,752.11","$87,303.61","$18,740.26",,,12.40%,1.1074
MID010102,"$14,218.83","$13,902.48","$3,081.92",,,12.60%,1.0444
MID010103,"$116,758.92","$115,838.14","$23,862.60",,,11.40%,1.1214
MID010104,"$1,280,187.24","$1,249,776.87","$289,613.20",,,16.80%,0.9675
MID010105,"$70,315.11","$68,402.63","$15,620.00",,,15.20%,0.9805
MID010106,"$1,299.75","$1,290.04",$265.44,,,11.80%,1.1293
MID010107,"$14,021.51","$13,847.33","$3,016.44",,,14.80%,1.0017
MID010108,"$14,095.98","$13,656.70","$3,081.49",,,15.60%,1.0047
MID010109,"$13,013.48","$12,601.19","$2,970.46",,,13.60%,1.0145
MID010110,"$63,351.07","$61,594.88","$14,307.07",,,15.80%,1.0031
MID010111,"$113,853.43","$109,794.91","$24,788.58",,,16.40%,0.9623
MID010112,"$113,889.81","$110,950.52","$24,554.68",,,14.40%,1.0544
MID010113,"$62,630.03","$60,912.11","$13,878.97",,,15.20%,0.9821
MID010114,"$63,794.25","$62,919.63","$13,084.56",,,14.20%,1.0542
MID010115,"$1,299,704.11","$1,274,853.66","$281,673.15",,,14.40%,1.0640
MID010116,"$6,507.33","$6,359.42","$1,437.90",,,14.40%,1.0483
MID010117,"$102,433.33","$99,911.59","$21,185.44",,,13.60%,1.0589
MID010118,"$58,701.19","$56,972.14","$12,556.28",,,12.00%,1.0912
MID010119,"$1,306,370.31","$1,275,839.36","$282,820.16",,,12.60%,1.0833
MID010120,"$63,298.59","$62,307.82","$12,533.93",,,11.00%,1.1408
MID010121,"$51,471.29","$50,316.50","$10,654.17",,,13.00%,1.0767
MID010122,"$103,874.05","$101,262.46","$21,523.90",,,11.80%,1.1092
MID010123,"$117,086.19","$114,258.34","$25,815.52",,,13.00%,1.0492
MID010124,"$63,735.66","$61,921.72","$13,632.60",,,14.20%,1.0076
MID010125,"$70,211.67","$68,666.05","$14,404.89",,,14.40%,1.0560
MID010126,"$14,163.05","$13,785.23","$2,969.75",,,13.80%,1.0651
MID010127,"$124,872.12","$123,561.44","$25,228.85",,,13.00%,1.1048
MID010128,"$52,043.06","$50,816.54","$11,347.49",,,13.40%,1.0613
MID010129,"$52,521.39","$51,379.06","$11,457.33",,,12.60%,1.0929
MID010130,"$1,294,190.90","$1,262,062.68","$278,376.70",,,13.80%,1.0568
MID010131,"$88,978.39","$87,188.60","$18,346.60",,,12.00%,1.0889
MID010132,"$14,179.95","$13,900.26","$3,039.62",,,14.00%,1.0462
MID010133,"$6,390.30","$6,188.76","$1,383.49",,,14.20%,1.0049
MID010134,"$71,327.39","$68,512.92","$14,937.00",,,14.00%,1.0931
MID010135,"$57,955.01","$56,332.43","$12,248.77",,,12.60%,1.0577
MID010136,"$6,440.92","$6,310.62","$1,391.80",,,13.20%,1.0353
MID010137,"$124,594.44","$120,577.48","$26,734.00",,,15.20%,1.0322
MID010138,"$1,278.49","$1,240.90",$281.82,,,15.00%,0.9882
MID010139,"$124,024.82","$120,387.49","$25,941.11",,,13.20%,1.0418
MID010140,"$126,878.49","$122,899.75","$27,974.50",,,12.60%,1.0681
MID010141,"$12,719.78","$12,418.93","$2,772.76",,,16.40%,0.9809
MID010142,"$103,647.91","$100,507.85","$23,433.64",,,13.20%,1.0091
MID010143,"$1,294.02","$1,282.09",$273.45,,,11.80%,1.0752
MID010144,"$1,254,531.24","$1,221,647.30","$271,978.72",,,19.80%,0.9358
MID010145,"$89,534.67","$86,513.80","$19,237.39",,,13.00%,1.0674
MID010146,"$113,781.00","$112,267.87","$23,315.75",,,11.80%,1.1057
MID010147,"$57,499.81","$56,740.69","$11,946.02",,,16.00%,1.0464
MID010148,"$1,280,650.02","$1,257,154.01","$288,283.93",,,15.20%,0.9735
MID010149,"$1,283,907.51","$1,248,558.26","$283,882.06",,,14.60%,1.0001
MID010150,"$116,852.23","$115,114.86","$25,840.80",,,13.80%,1.0391
MID010151,"$6,444.33","$6,360.02","$1,390.79",,,14.40%,1.0385
MID010152,"$14,218.64","$13,813.13","$3,201.56",,,15.60%,1.0053
MID010153,"$1,292,900.92","$1,265,765.20","$266,223.62",,,13.20%,1.1002
MID010154,"$90,493.48","$88,499.08","$20,852.41",,,11.60%,1.0307
MID010155,"$125,403.18","$122,872.51","$27,119.18",,,12.40%,1.0473
MID010156,"$118,099.71","$114,668.16","$25,227.35",,,13.40%,1.1139
MID010157,"$104,065.79","$100,807.42","$22,824.06",,,13.60%,1.0544
MID010158,"$1,301,041.00","$1,278,687.62","$280,484.00",,,14.40%,1.0733
MID010159,"$57,978.90","$57,204.11","$12,329.94",,,14.00%,1.0526
MID010160,"$13,904.14","$13,628.78","$2,962.47",,,16.60%,0.9803
MID010161,"$1,283,299.26","$1,252,820.76","$271,090.08",,,14.60%,1.0450
MID010162,"$12,967.65","$12,676.64","$3,043.98",,,15.80%,0.9749
MID010163,"$12,917.88","$12,588.90","$2,774.41",,,13.60%,1.0517
MID010164,"$1,275,668.21","$1,261,272.41","$264,486.36",,,11.80%,1.0423
MID010165,"$1,301,829.14","$1,277,412.13","$270,513.40",,,11.80%,1.1158
MID010166,"$64,346.68","$63,274.17","$14,000.91",,,15.20%,1.0247
MID010167,"$115,828.49","$113,898.52","$25,233.53",,,14.60%,1.0236
MID010168,"$87,595.85","$85,904.47","$18,012.09",,,14.20%,1.0324
MID010169,"$102,535.82","$98,932.49","$22,645.85",,,14.20%,0.9951
MID010170,"$1,280,159.90","$1,250,977.08","$275,056.21",,,14.80%,1.0186
MID010171,"$6,478.30","$6,317.37","$1,386.43",,,12.40%,1.0663
MID010172,"$88,723.62","$86,567.33","$18,203.55",,,13.80%,1.0835
MID010173,"$105,406.87","$102,433.41","$23,265.52",,,11.80%,1.0920
MID010174,"$58,446.61","$57,341.09","$12,467.46",,,13.40%,1.0785
MID010175,"$114,388.30","$113,127.76","$23,642.39",,,13.60%,1.1161
MID010176,"$70,267.80","$69,078.33","$14,313.29",,,15.20%,1.0667
MID010177,"$1,292,924.15","$1,276,535.08","$278,709.25",,,14.20%,1.0510
MID010178,"$90,628.96","$89,920.28","$17,911.01",,,10.00%,1.2076
MID010179,"$12,895.40","$12,499.21","$2,848.44",,,14.40%,1.0165
MID010180,"$124,004.02","$120,899.66","$26,458.84",,,15.20%,1.0206
MID010181,"$125,415.28","$122,248.88","$26,886.40",,,14.00%,1.0569
MID010182,"$1,304.16","$1,261.65",$273.44,,,10.60%,1.1123
MID010183,"$52,140.08","$50,467.29","$10,879.96",,,11.20%,1.1158
MID010184,"$124,061.86","$120,954.27","$25,782.62",,,14.00%,1.0496
MID010185,"$89,441.13","$86,617.11","$19,874.31",,,12.80%,1.0285
MID010186,"$112,394.03","$110,749.37","$23,538.58",,,14.80%,1.0363
MID010187,"$62,444.69","$60,185.74","$14,313.88",,,16.40%,0.9393
MID010188,"$1,294.92","$1,276.35",$281.73,,,14.60%,1.0468
MID010189,"$1,287,376.50","$1,260,770.99","$274,399.31",,,13.20%,1.0473
MID010190,"$122,858.48","$120,573.02","$24,570.38",,,14.40%,1.0524
MID010191,"$1,275,828.20","$1,248,523.15","$274,022.58",,,15.80%,1.0066
MID010192,"$88,559.41","$86,613.04","$18,811.25",,,12.00%,1.0398
MID010193,"$12,853.79","$12,603.71","$2,647.63",,,13.00%,1.0779
MID010194,"$1,288,364.00","$1,246,765.40","$283,402.01",,,14.20%,1.0175
MID010195,"$89,977.56","$87,715.05","$18,596.63",,,11.00%,1.1280
MID010196,"$6,546.91","$6,383.56","$1,433.83",,,13.60%,1.0789
MID010197,"$14,263.13","$13,963.39","$2,939.35",,,12.60%,1.1102
MID010198,"$116,741.32","$113,742.67","$23,321.26",,,10.00%,1.1467
MID010199,"$71,374.52","$69,820.80","$15,243.72",,,13.20%,1.0742
MID010200,"$12,673.66","$12,573.21","$2,622.11",,,16.00%,1.0197
MID010201,"$1,267.27","$1,246.47",$254.34,,,15.20%,1.0508
MID010202,"$116,097.74","$112,523.59","$25,362.05",,,13.80%,1.0290
MID010203,"$117,905.73","$115,874.46","$26,444.98",,,12.60%,1.0552
MID010204,"$63,152.94","$62,387.45","$12,874.89",,,12.80%,1.0993
MID010205,"$6,428.05","$6,306.22","$1,331.71",,,14.00%,1.0723
MID010206,"$14,149.65","$13,719.56","$3,296.28",,,15.80%,0.9555
MID010207,"$14,370.48","$13,977.75","$3,061.27",,,13.00%,1.1010
MID010208,"$1,296.78","$1,276.41",$270.12,,,11.60%,1.0987
MID010209,"$70,719.53","$69,465.81","$15,993.37",,,15.60%,0.9829
MID010210,"$57,499.37","$56,451.16","$11,961.06",,,14.20%,1.0450
MID010211,"$89,619.52","$87,696.29","$19,722.19",,,16.00%,1.0455
MID010212,"$12,802.82","$12,577.44","$2,832.37",,,16.20%,0.9896
MID010213,"$6,364.86","$6,236.82","$1,328.86",,,13.20%,1.0271
MID010214,"$6,529.98","$6,412.70","$1,488.70",,,13.80%,1.0277
MID010215,"$124,464.78","$120,734.47","$26,326.53",,,14.20%,1.0432
MID010216,"$6,495.79","$6,421.07","$1,359.39",,,12.00%,1.1003
MID010217,"$101,801.65","$99,366.19","$21,443.12",,,13.60%,1.0167
MID010218,"$6,521.28","$6,298.57","$1,405.58",,,12.80%,1.0823
MID010219,"$100,609.54","$99,644.33","$21,808.53",,,16.40%,0.9450
MID010220,"$14,379.30","$14,227.48","$3,025.47",,,13.00%,1.1169
MID010221,"$65,089.91","$63,475.33","$13,979.77",,,12.20%,1.0794
MID010222,"$58,504.03","$57,076.05","$12,129.17",,,10.60%,1.1134
MID010223,"$69,750.62","$68,462.30","$14,265.52",,,14.00%,1.0340
MID010224,"$70,709.99","$68,916.41","$14,050.65",,,11.00%,1.1181
MID010225,"$58,179.59","$56,840.87","$11,640.64",,,11.80%,1.1322
MID010226,"$14,512.29","$14,200.94","$3,128.44",,,11.40%,1.1227
MID010227,"$51,071.02","$50,386.49","$11,116.08",,,18.60%,0.9959
MID010228,"$1,282,382.20","$1,262,054.06","$265,463.40",,,15.00%,1.0637
MID010229,"$89,344.13","$85,968.04","$21,016.13",,,15.60%,0.9680
MID010230,"$124,499.53","$122,027.36","$25,489.83",,,13.80%,1.0788
MID010231,"$14,147.74","$13,801.12","$2,992.78",,,13.00%,1.0518
MID010232,"$14,178.09","$13,862.61","$2,951.37",,,12.20%,1.0768
MID010233,"$104,259.50","$102,124.36","$21,146.24",,,11.60%,1.1472
MID010234,"$14,158.09","$13,944.91","$2,979.33",,,12.80%,1.0600
MID010235,"$6,361.75","$6,149.89","$1,325.63",,,12.60%,1.0272
MID010236,"$12,841.32","$12,493.78","$2,752.85",,,14.00%,1.0321
MID010237,"$6,370.98","$6,286.92","$1,365.34",,,16.80%,1.0041
MID010238,"$69,807.51","$67,525.63","$15,073.53",,,14.40%,0.9824
MID010239,"$62,458.64","$61,265.99","$13,101.39",,,15.60%,1.0273
MID010240,"$63,964.10","$62,236.21","$13,292.90",,,12.20%,1.0505
MID010241,"$1,295,036.26","$1,262,871.08","$263,281.03",,,13.20%,1.1206
MID010242,"$58,432.86","$56,866.63","$12,847.59",,,13.80%,1.0456
MID010243,"$64,570.76","$62,886.80","$14,096.69",,,14.80%,1.0336
MID010244,"$86,688.13","$84,201.56","$18,519.28",,,15.60%,0.9551
MID010245,"$63,349.43","$61,335.30","$13,191.58",,,11.40%,1.0878
MID010246,"$69,786.11","$68,504.03","$14,871.98",,,16.80%,0.9942
MID010247,"$1,276,055.51","$1,259,985.23","$268,136.41",,,16.00%,1.0295
MID010248,"$126,874.36","$123,902.42","$26,805.18",,,10.80%,1.1145
MID010249,"$115,274.75","$113,504.40","$22,843.21",,,11.80%,1.1064
MID010250,"$117,659.67","$114,999.46","$24,710.74",,,11.20%,1.1193
MID010251,"$13,955.01","$13,704.66","$3,008.75",,,16.00%,0.9821
MID010252,"$1,282.17","$1,255.36",$265.34,,,13.40%,1.0634
MID010253,"$14,232.85","$13,796.75","$3,241.81",,,15.00%,0.9972
MID010254,"$1,272.08","$1,256.73",$258.28,,,14.20%,1.0534
MID010255,"$126,693.73","$123,844.70","$27,576.51",,,12.80%,1.0768
MID010256,"$52,105.48","$51,316.08","$11,187.98",,,11.80%,1.0820
MID010257,"$64,177.59","$62,419.62","$14,375.94",,,13.00%,1.0558
MID010258,"$62,438.32","$61,291.34","$13,088.16",,,14.20%,1.0268
MID010259,"$117,521.32","$115,471.42","$25,074.82",,,12.00%,1.0976
MID010260,"$51,091.06","$50,361.70","$10,953.74",,,17.20%,1.0125
MID010261,"$62,929.89","$61,299.70","$13,860.54",,,13.80%,1.0050
MID010262,"$57,895.89","$57,521.96","$12,159.74",,,13.60%,1.0605
MID010263,"$1,295,995.19","$1,256,793.30","$274,048.25",,,11.80%,1.0801
MID010264,"$70,944.60","$69,457.30","$14,545.82",,,13.20%,1.0962
MID010265,"$63,992.48","$63,071.77","$13,855.51",,,13.60%,1.0099
MID010266,"$1,293,679.25","$1,258,327.96","$288,797.24",,,14.60%,1.0169
MID010267,"$58,076.11","$56,810.40","$12,666.79",,,13.80%,1.0323
MID010268,"$51,445.10","$49,538.42","$10,807.18",,,12.80%,1.0590
MID010269,"$51,615.17","$49,304.05","$11,526.00",,,14.40%,1.0077
MID010270,"$71,465.04","$68,947.22","$15,986.67",,,13.00%,1.0299
MID010271,"$58,010.84","$56,051.99","$12,761.37",,,13.00%,1.0195
MID010272,"$88,742.24","$86,201.36","$19,777.40",,,13.00%,0.9982
MID010273,"$104,130.87","$102,496.23","$22,190.91",,,11.80%,1.0874
MID010274,"$6,498.44","$6,394.23","$1,393.60",,,12.00%,1.0752
MID010275,"$1,308,898.33","$1,273,444.82","$291,526.23",,,10.40%,1.0596
MID010276,"$103,593.61","$101,779.55","$22,736.44",,,15.00%,1.0377
MID010277,"$57,564.00","$56,021.58","$12,967.39",,,15.60%,0.9689
MID010278,"$12,674.78","$12,308.15","$2,714.76",,,14.40%,0.9853
MID010279,"$51,531.39","$49,709.21","$11,330.87",,,14.40%,1.0177
MID010280,"$51,681.36","$50,578.24","$10,832.67",,,13.20%,1.0783
MID010281,"$64,346.70","$62,285.98","$14,481.73",,,12.00%,1.0597
MID010282,"$64,246.31","$63,225.17","$13,955.08",,,16.60%,1.0209
MID010283,"$64,834.07","$63,104.12","$14,330.96",,,13.20%,1.0351
MID010284,"$52,152.98","$51,010.35","$11,188.45",,,13.20%,1.0862
MID010285,"$117,061.79","$115,589.59","$25,722.38",,,14.00%,1.0521
MID010286,"$63,563.91","$62,380.76","$13,481.21",,,12.80%,1.0803
MID010287,"$6,418.83","$6,255.15","$1,417.63",,,15.20%,1.0008
MID010288,"$123,521.69","$120,481.54","$26,530.76",,,16.00%,0.9997
MID010289,"$62,764.53","$62,170.76","$12,552.08",,,13.00%,1.0966
MID010290,"$113,264.02","$112,857.92","$22,884.71",,,13.20%,1.1040
MID010291,"$56,831.52","$55,808.36","$11,413.07",,,14.80%,1.0367
MID010292,"$112,804.35","$110,264.74","$22,486.61",,,10.80%,1.1031
MID010293,"$113,689.84","$109,883.39","$24,637.19",,,13.20%,1.0427
MID010294,"$1,291,829.77","$1,285,442.62","$273,686.66",,,15.20%,1.0663
MID010295,"$14,407.39","$13,967.16","$3,192.42",,,14.00%,1.0673
MID010296,"$1,279,816.85","$1,255,991.40","$266,261.50",,,15.00%,1.0509
MID010297,"$63,198.44","$61,564.43","$13,876.61",,,15.00%,1.0232
MID010298,"$6,567.64","$6,428.63","$1,353.21",,,9.60%,1.1585
MID010299,"$63,832.37","$62,676.75","$13,953.93",,,12.80%,1.0630
MID010300,"$64,058.07","$62,460.40","$13,334.11",,,11.00%,1.1293
MID010301,"$57,597.99","$56,473.59","$11,699.97",,,13.80%,1.0768
MID010302,"$125,299.75","$123,565.53","$26,541.10",,,13.80%,1.0663
MID010303,"$51,136.14","$50,130.30","$10,631.54",,,13.20%,1.0475
MID010304,"$14,178.67","$13,796.49","$3,010.33",,,11.40%,1.0559
MID010305,"$57,450.20","$56,135.79","$11,898.78",,,14.60%,1.0463
MID010306,"$1,264,322.53","$1,237,834.60","$271,708.33",,,16.80%,0.9728
MID010307,"$126,847.59","$122,978.95","$27,495.71",,,11.20%,1.0855
MID010308,"$66,435.18","$64,387.48","$14,429.06",,,9.40%,1.1390
MID010309,"$125,879.91","$123,046.81","$26,329.89",,,12.40%,1.0968
MID010310,"$1,286,351.59","$1,265,284.81","$280,600.36",,,14.40%,1.0205
MID010311,"$117,128.14","$115,763.02","$25,695.34",,,13.80%,1.0558
MID010312,"$51,874.97","$50,412.16","$10,999.15",,,11.80%,1.0796
MID010313,"$1,308.52","$1,281.66",$285.92,,,11.00%,1.0790
MID010314,"$126,403.30","$124,569.42","$26,098.28",,,12.80%,1.1266
MID010315,"$1,287,632.32","$1,262,276.23","$267,440.30",,,13.00%,1.0755
MID010316,"$90,355.09","$87,861.87","$21,306.89",,,13.20%,1.0023
MID010317,"$1,276,126.10","$1,236,960.11","$276,740.31",,,14.00%,0.9978
MID010318,"$125,370.86","$121,941.30","$26,980.12",,,13.00%,1.0515
MID010319,"$91,579.25","$88,928.19","$19,390.77",,,10.20%,1.1644
MID010320,"$1,301,931.54","$1,264,773.71","$269,462.40",,,11.60%,1.1205
MID010321,"$14,205.66","$14,051.96","$3,025.75",,,13.20%,1.0595
MID010322,"$123,413.81","$121,031.64","$25,505.46",,,15.80%,1.0356
MID010323,"$51,794.72","$50,666.69","$10,555.80",,,12.60%,1.1174
MID010324,"$123,858.24","$120,651.48","$26,301.56",,,16.60%,1.0212
MID010325,"$13,058.49","$12,727.08","$2,973.01",,,14.60%,1.0288
MID010326,"$64,690.45","$63,674.04","$13,364.93",,,12.20%,1.0992
MID010327,"$1,252.87","$1,226.63",$260.86,,,15.00%,0.9693
MID010328,"$6,416.42","$6,256.78","$1,281.24",,,12.00%,1.1055
MID010329,"$14,180.21","$13,825.89","$3,068.30",,,13.40%,1.0365
MID010330,"$1,282,343.46","$1,244,545.38","$290,669.89",,,16.00%,0.9714
MID010331,"$64,247.14","$62,967.09","$14,544.14",,,15.20%,0.9796
MID010332,"$14,418.72","$14,022.64","$3,300.76",,,12.40%,1.0357
MID010333,"$1,306,460.01","$1,277,054.41","$283,141.21",,,12.20%,1.0824
MID010334,"$71,068.31","$69,853.75","$14,813.07",,,12.80%,1.0847
MID010335,"$14,349.20","$13,958.25","$3,072.06",,,11.80%,1.0902
MID010336,"$50,586.93","$48,994.83","$11,183.27",,,14.20%,0.9467
MID010337,"$89,892.70","$89,016.29","$18,421.45",,,11.40%,1.1342
MID010338,"$114,008.87","$111,703.00","$23,992.07",,,13.80%,1.0841
MID010339,"$14,081.53","$13,760.06","$2,827.86",,,13.00%,1.0897
MID010340,"$57,374.31","$56,006.45","$12,637.80",,,16.00%,0.9792
MID010341,"$51,119.06","$50,110.02","$10,966.70",,,15.20%,1.0139
MID010342,"$58,208.32","$56,588.50","$11,601.51",,,10.20%,1.1385
MID010343,"$51,486.22","$50,081.95","$10,956.96",,,12.40%,1.0483
MID010344,"$14,130.73","$13,842.72","$3,028.95",,,14.00%,1.0336
MID010345,"$89,658.79","$87,688.86","$19,101.98",,,12.20%,1.0815
MID010346,"$66,082.19","$64,362.28","$13,874.62",,,10.60%,1.1591
MID010347,"$64,369.76","$61,980.06","$14,470.08",,,13.40%,0.9931
MID010348,"$58,301.45","$57,695.31","$11,407.93",,,11.80%,1.1660
MID010349,"$6,417.40","$6,315.23","$1,405.09",,,14.60%,1.0088
MID010350,"$114,645.21","$110,559.44","$24,250.81",,,11.00%,1.0987
MID010351,"$89,086.91","$86,311.31","$19,387.39",,,13.40%,1.0361
MID010352,"$102,242.75","$100,370.54","$22,116.46",,,16.00%,1.0057
MID010353,"$1,277,565.67","$1,233,843.01","$274,249.37",,,14.20%,1.0121
MID010354,"$103,974.70","$100,783.43","$21,585.53",,,13.00%,1.1107
MID010355,"$51,728.81","$51,128.24","$10,829.82",,,14.60%,1.0830
MID010356,"$88,210.43","$85,602.01","$19,155.77",,,14.60%,1.0029
MID010357,"$70,561.31","$68,900.10","$14,700.02",,,12.20%,1.0586
