MEMBER_ID,Expected Final Portfolio Value,Median Final Portfolio Value,Standard Deviation of Final Portfolio Value,Value at Risk (VaR 95%),Conditional Value at Risk (CVaR 95%),Probability of Loss,Sharpe Ratio
MID004707,"$109,245.19","$106,480.20","$21,786.09","$8,583.14","$14,618.15",15.00%,0.9752
MID004708,"$1,250,761.98","$1,213,840.82","$261,565.51","$113,051.44","$190,390.11",14.60%,0.9587
MID004709,"$84,483.33","$83,181.51","$16,866.21","$10,057.46","$15,319.53",18.40%,0.9180
MID004710,"$118,211.13","$115,318.94","$23,803.37","$14,418.66","$23,042.90",19.40%,0.8911
MID004711,"$110,533.34","$108,708.67","$22,874.52","$15,443.36","$19,969.34",18.00%,0.8977
MID004712,"$1,235,775.50","$1,202,180.32","$264,560.65","$138,222.77","$206,697.73",17.60%,0.8912
MID004713,"$13,357.77","$12,988.59","$2,869.62","$1,790.20","$2,550.45",19.80%,0.8216
MID004714,"$1,241,317.97","$1,225,347.25","$258,836.35","$132,294.59","$214,935.12",17.80%,0.9323
MID004715,"$1,247,781.07","$1,219,149.98","$271,512.36","$144,216.70","$222,356.93",17.60%,0.9126
MID004716,"$55,949.21","$54,304.05","$11,607.94","$6,636.22","$9,215.84",16.40%,0.9433
MID004717,"$49,325.46","$47,791.41","$10,131.39","$4,458.70","$7,533.34",16.20%,0.9205
MID004718,"$1,238,528.90","$1,205,436.36","$270,417.81","$135,329.56","$209,846.50",18.00%,0.8821
MID004719,"$1,218.28","$1,193.66",$254.34,$150.41,$207.59,22.40%,0.8582
MID004720,"$67,162.41","$66,765.67","$13,482.54","$8,035.20","$13,118.34",18.20%,0.9021
MID004721,"$6,122.28","$5,992.70","$1,353.84",$885.05,"$1,163.81",20.00%,0.8290
MID004722,"$6,156.32","$6,007.92","$1,353.62",$717.67,"$1,106.63",21.20%,0.8542
MID004723,"$1,239,075.66","$1,212,001.85","$258,803.10","$111,967.04","$184,319.16",17.40%,0.9238
MID004724,"$85,975.19","$83,210.57","$17,905.03","$8,616.16","$12,961.69",18.40%,0.9481
MID004725,"$60,575.67","$59,135.79","$13,146.95","$6,590.25","$10,836.94",18.80%,0.8805
MID004726,"$1,201,173.13","$1,186,369.99","$239,304.87","$152,638.43","$212,884.12",21.40%,0.8407
MID004727,"$55,672.04","$53,813.53","$11,884.10","$6,715.43","$10,204.68",18.00%,0.8980
MID004728,"$60,689.32","$59,652.49","$13,086.00","$7,784.05","$10,831.14",18.80%,0.8933
MID004729,"$99,060.73","$96,472.75","$21,352.19","$11,782.97","$16,020.52",17.00%,0.8927
MID004730,"$1,227,228.37","$1,183,879.37","$264,969.12","$139,345.27","$225,806.15",16.40%,0.8576
MID004731,"$60,965.31","$59,587.74","$12,773.76","$7,074.75","$11,002.70",21.20%,0.8584
MID004732,"$50,383.52","$48,742.52","$10,774.78","$4,147.49","$7,336.29",15.00%,0.9637
MID004733,"$98,801.72","$96,887.99","$20,596.80","$12,145.13","$16,530.62",17.20%,0.9128
MID004734,"$6,120.48","$6,029.26","$1,241.85",$707.28,"$1,071.59",20.00%,0.9023
MID004735,"$12,190.89","$11,894.08","$2,433.22","$1,461.84","$2,241.57",18.40%,0.9004
MID004736,"$6,193.79","$6,132.41","$1,272.50",$704.44,$966.93,18.20%,0.9381
MID004737,"$85,264.89","$83,710.62","$18,453.67","$10,218.02","$16,234.64",18.00%,0.8814
MID004738,"$55,278.87","$53,744.62","$11,507.47","$6,720.38","$9,347.51",18.40%,0.8932
MID004739,"$110,577.38","$108,785.28","$23,529.74","$12,545.67","$18,265.27",19.40%,0.8745
MID004740,"$84,836.17","$83,253.07","$18,519.30","$11,083.32","$17,628.80",18.20%,0.8551
MID004741,"$13,362.47","$13,243.35","$2,752.75","$1,665.84","$2,480.91",22.00%,0.8582
MID004742,"$1,245,606.79","$1,220,492.71","$253,888.89","$103,480.23","$170,826.25",16.40%,0.9674
MID004743,"$49,838.21","$48,804.56","$9,816.43","$4,704.32","$6,908.74",16.00%,1.0022
MID004744,"$106,345.60","$104,627.09","$22,181.47","$13,057.80","$18,349.10",20.80%,0.8271
MID004745,"$120,099.10","$116,290.51","$26,370.54","$12,454.97","$17,642.82",19.20%,0.8759
MID004746,"$1,227,744.50","$1,204,741.50","$251,546.42","$144,015.37","$216,244.76",19.20%,0.9054
MID004747,"$85,845.64","$84,624.34","$17,440.10","$8,762.10","$14,067.65",15.40%,0.9659
MID004748,"$119,499.35","$115,718.67","$25,158.47","$14,066.73","$21,839.91",17.80%,0.8943
MID004749,"$98,626.29","$95,711.14","$20,519.43","$8,951.00","$13,719.95",17.80%,0.9077
MID004750,"$98,590.38","$95,227.71","$20,535.77","$9,190.52","$15,098.48",16.60%,0.9053
MID004751,"$109,398.90","$107,879.71","$22,776.27","$13,378.50","$19,572.15",17.60%,0.9395
MID004752,"$54,866.22","$53,790.45","$11,644.09","$7,006.47","$10,336.46",20.60%,0.8473
MID004753,"$1,219,602.03","$1,208,753.50","$242,287.18","$135,970.04","$202,447.75",19.00%,0.9064
MID004754,"$97,805.11","$95,462.43","$20,930.32","$13,198.13","$18,757.92",20.20%,0.8507
MID004755,"$49,011.09","$47,573.88","$10,689.54","$5,480.20","$8,215.64",19.40%,0.8430
MID004756,"$98,558.49","$97,612.18","$20,157.51","$10,434.47","$16,168.45",17.40%,0.9207
MID004757,"$13,605.31","$13,326.85","$2,623.10","$1,325.29","$2,288.90",14.20%,0.9932
MID004758,"$13,413.49","$13,106.63","$2,795.92","$1,644.50","$2,270.42",20.40%,0.8632
MID004759,"$13,406.80","$13,081.92","$2,908.61","$2,040.35","$2,584.43",19.60%,0.8275
MID004760,"$119,162.89","$116,270.28","$23,286.50","$9,952.43","$18,174.23",16.60%,0.9517
MID004761,"$67,090.90","$65,806.94","$13,338.25","$7,871.12","$11,470.35",16.40%,0.9065
MID004762,"$108,017.07","$106,700.11","$23,378.96","$14,499.76","$20,242.13",19.60%,0.8562
MID004763,"$99,632.29","$98,600.19","$20,264.34","$9,051.83","$14,544.55",16.00%,0.9688
MID004764,"$1,221,912.92","$1,193,606.28","$256,901.57","$133,271.62","$196,284.48",21.00%,0.8638
MID004765,"$60,748.98","$59,160.53","$12,829.08","$8,564.66","$12,328.94",19.20%,0.8379
MID004766,"$98,162.88","$97,285.60","$21,050.94","$12,647.32","$17,156.87",21.40%,0.8628
MID004767,"$12,356.03","$12,008.64","$2,608.05","$1,233.92","$2,265.44",17.80%,0.9034
MID004768,"$55,555.93","$54,331.93","$11,640.56","$6,593.85","$9,668.73",18.20%,0.9068
MID004769,"$60,583.92","$59,514.38","$12,643.96","$7,827.99","$10,092.72",22.60%,0.8371
MID004770,"$1,239.09","$1,226.83",$259.40,$134.66,$195.11,19.40%,0.9217
MID004771,"$1,228,114.25","$1,197,025.14","$254,666.28","$133,181.39","$206,600.41",18.80%,0.8957
MID004772,"$60,298.37","$58,798.36","$12,218.65","$6,757.34","$10,343.27",19.80%,0.8428
MID004773,"$50,253.05","$49,289.71","$10,554.51","$5,419.17","$7,894.00",18.00%,0.9714
MID004774,"$109,937.17","$107,636.45","$22,670.04","$13,810.00","$19,941.04",19.00%,0.8795
MID004775,"$1,224,800.61","$1,198,422.86","$259,702.60","$167,744.16","$242,790.05",19.20%,0.8656
MID004776,"$1,235,709.49","$1,229,242.38","$261,401.95","$156,289.92","$217,542.13",19.40%,0.9017
MID004777,"$67,608.07","$67,080.37","$13,851.25","$8,242.59","$11,553.49",21.00%,0.9102
MID004778,"$107,864.03","$105,928.07","$22,658.12","$12,234.12","$16,949.75",21.20%,0.8767
MID004779,"$1,216,162.91","$1,188,788.85","$245,074.40","$148,721.02","$219,558.50",17.80%,0.8820
MID004780,"$12,253.85","$12,110.59","$2,388.25","$1,232.40","$1,818.25",18.60%,0.9437
MID004781,"$1,231,430.20","$1,211,799.31","$270,865.72","$138,182.40","$210,505.55",21.80%,0.8544
MID004782,"$55,822.64","$54,646.57","$11,482.66","$6,085.46","$8,812.94",16.80%,0.9425
MID004783,"$1,234.30","$1,203.40",$258.98,$139.42,$199.90,19.40%,0.9047
MID004784,"$6,036.94","$5,988.76","$1,222.36",$760.23,"$1,144.94",21.60%,0.8483
MID004785,"$108,828.95","$107,056.81","$22,438.59","$12,449.36","$18,834.29",17.60%,0.9283
MID004786,"$86,455.20","$83,514.01","$17,775.93","$5,830.57","$12,672.24",14.20%,0.9820
MID004787,"$85,256.63","$82,645.64","$18,443.99","$10,336.93","$14,649.15",18.60%,0.8814
MID004788,"$60,139.47","$58,669.85","$12,708.20","$7,513.23","$10,177.94",19.40%,0.8766
MID004789,"$1,242,449.93","$1,216,618.54","$252,766.10","$114,691.11","$196,630.37",16.20%,0.9592
MID004790,"$1,212,148.23","$1,181,494.66","$256,994.49","$154,698.65","$214,217.53",22.20%,0.8255
MID004791,"$60,365.37","$59,436.71","$12,483.93","$6,636.54","$10,793.98",19.40%,0.9104
MID004792,"$13,420.60","$13,127.92","$2,837.71","$1,549.15","$2,532.58",20.60%,0.8530
MID004793,"$112,202.85","$110,754.62","$22,992.14","$9,307.99","$15,904.24",17.40%,0.9657
MID004794,"$48,565.53","$47,433.36","$10,323.34","$5,682.63","$8,642.12",20.80%,0.8297
MID004795,"$49,158.91","$48,349.99","$10,864.07","$6,955.38","$9,688.45",20.80%,0.8430
MID004796,"$83,676.42","$81,648.83","$17,799.68","$10,690.53","$16,093.64",20.80%,0.8245
MID004797,"$1,230,575.61","$1,191,815.74","$268,076.11","$133,002.88","$214,838.49",18.00%,0.8601
MID004798,"$13,468.93","$13,214.46","$2,806.08","$1,678.65","$2,326.06",20.80%,0.8799
MID004799,"$6,095.09","$5,954.94","$1,232.98",$647.75,"$1,094.50",20.00%,0.8882
MID004800,"$67,623.69","$66,684.63","$13,645.01","$8,700.08","$12,250.54",18.40%,0.9252
MID004801,"$112,549.48","$110,253.76","$24,503.11","$12,318.09","$18,906.08",17.60%,0.9203
MID004802,"$108,759.25","$107,141.71","$21,708.37","$12,563.37","$18,280.68",19.40%,0.8641
MID004803,"$1,232,976.89","$1,206,421.96","$252,787.35","$105,732.92","$193,573.86",18.00%,0.9216
MID004804,"$55,264.84","$54,371.66","$11,261.21","$6,632.67","$9,236.23",17.80%,0.9115
MID004805,"$110,258.45","$107,634.14","$23,163.96","$11,728.66","$17,416.82",16.20%,0.9609
MID004806,"$67,748.76","$67,142.84","$14,360.33","$8,170.37","$12,845.35",17.60%,0.8878
MID004807,"$84,447.39","$82,776.75","$18,215.26","$9,843.53","$14,523.35",18.80%,0.8480
MID004808,"$118,574.61","$116,681.37","$25,267.59","$14,827.89","$19,351.80",19.00%,0.8538
MID004809,"$60,334.11","$59,004.05","$12,573.33","$5,722.15","$9,799.18",19.40%,0.9014
MID004810,"$60,587.11","$59,061.89","$12,265.40","$6,616.22","$9,935.77",16.00%,0.9447
MID004811,"$13,626.11","$13,422.91","$2,673.39","$1,527.88","$2,320.36",16.60%,0.9823
MID004812,"$61,252.35","$59,718.60","$12,131.21","$7,408.98","$10,674.15",16.60%,0.9276
MID004813,"$48,792.34","$48,133.57","$9,958.94","$6,127.15","$8,481.66",20.20%,0.8829
MID004814,"$66,411.35","$65,664.65","$13,050.44","$6,784.95","$9,865.17",19.40%,0.8744
MID004815,"$84,064.98","$82,356.78","$16,665.74","$9,475.84","$14,029.76",18.00%,0.9039
MID004816,"$1,231.78","$1,205.22",$262.92,$141.40,$209.08,19.80%,0.8816
MID004817,"$1,237,007.20","$1,197,196.50","$263,124.95","$139,579.92","$211,530.05",17.60%,0.9007
MID004818,"$54,341.50","$52,873.05","$11,108.05","$6,968.91","$9,069.54",18.40%,0.8410
MID004819,"$13,344.60","$13,080.86","$2,876.78","$1,921.28","$2,521.58",22.60%,0.8150
MID004820,"$1,234,253.43","$1,211,335.51","$255,432.78","$136,554.57","$206,843.52",18.40%,0.9171
MID004821,"$69,174.73","$68,470.69","$14,396.94","$6,542.44","$10,360.87",16.80%,0.9846
MID004822,"$99,324.14","$97,328.47","$20,858.82","$11,426.91","$18,510.39",17.20%,0.9264
MID004823,"$6,184.03","$6,014.65","$1,267.51",$582.18,$959.30,18.20%,0.9341
MID004824,"$1,247,720.41","$1,228,062.07","$257,350.41","$117,590.14","$209,731.68",15.40%,0.9626
MID004825,"$1,240,937.44","$1,208,855.30","$269,586.11","$133,831.95","$212,168.17",17.00%,0.8937
MID004826,"$67,971.35","$66,497.83","$14,496.98","$7,774.55","$10,692.49",20.00%,0.8948
MID004827,"$59,795.18","$58,130.48","$12,128.11","$6,325.81","$9,829.20",17.60%,0.8901
MID004828,"$60,290.82","$59,445.55","$12,212.81","$7,298.10","$10,734.63",17.80%,0.9245
MID004829,"$1,229,070.47","$1,184,985.63","$254,994.19","$122,198.11","$192,904.73",18.60%,0.8983
MID004830,"$61,600.53","$60,249.99","$12,875.22","$7,353.24","$10,722.03",17.80%,0.9010
MID004831,"$118,812.44","$116,080.14","$24,563.47","$12,412.48","$21,303.63",18.00%,0.8880
MID004832,"$60,589.92","$59,543.04","$12,303.10","$6,933.17","$10,156.35",19.80%,0.8608
MID004833,"$1,227.60","$1,196.53",$258.03,$151.35,$238.51,17.60%,0.8821
MID004834,"$56,139.35","$54,954.02","$11,233.03","$5,388.20","$8,359.98",15.20%,0.9917
MID004835,"$99,310.88","$96,859.62","$21,217.55","$11,944.71","$17,540.22",17.20%,0.9101
MID004836,"$12,061.68","$11,859.98","$2,409.77","$1,400.34","$2,096.76",21.60%,0.8556
MID004837,"$12,279.48","$12,001.91","$2,499.32","$1,325.94","$1,983.43",18.20%,0.9120
MID004838,"$1,225.09","$1,195.89",$260.48,$149.55,$213.92,18.20%,0.8641
MID004839,"$48,996.06","$48,151.39","$10,138.99","$5,415.41","$7,557.92",19.40%,0.8873
MID004840,"$49,862.37","$48,886.90","$10,720.83","$6,117.75","$9,022.42",15.80%,0.9199
MID004841,"$1,238,368.13","$1,217,923.91","$248,879.89","$130,206.07","$196,832.69",18.60%,0.9578
MID004842,"$85,063.96","$82,286.82","$16,874.80","$7,270.15","$12,494.99",14.40%,0.9519
MID004843,"$67,742.78","$67,123.03","$13,661.26","$7,330.48","$10,973.93",16.80%,0.9328
MID004844,"$86,179.55","$83,836.07","$18,065.78","$8,256.47","$13,298.30",16.40%,0.9509
MID004845,"$120,072.50","$117,822.94","$25,217.68","$12,193.90","$21,569.12",18.20%,0.9149
MID004846,"$1,226,139.56","$1,205,825.12","$253,219.52","$160,933.44","$226,572.23",20.20%,0.8931
MID004847,"$84,408.74","$83,181.68","$16,551.80","$8,908.39","$15,042.89",17.40%,0.9309
MID004848,"$85,348.06","$84,201.32","$18,283.34","$10,850.03","$15,807.25",18.40%,0.8942
MID004849,"$1,233,562.53","$1,196,352.06","$260,604.77","$120,424.97","$211,564.88",18.00%,0.8962
MID004850,"$112,301.45","$108,838.90","$24,342.38","$11,116.15","$16,224.13",16.60%,0.9162
MID004851,"$97,884.86","$96,198.55","$20,050.62","$10,844.29","$14,531.84",19.60%,0.8920
MID004852,"$6,199.40","$6,099.06","$1,321.50",$650.26,"$1,022.77",18.40%,0.9076
MID004853,"$85,040.84","$83,202.50","$17,885.19","$8,983.32","$14,738.52",19.40%,0.8969
MID004854,"$111,487.75","$109,082.93","$23,102.95","$12,477.66","$17,149.13",19.40%,0.9301
MID004855,"$1,225,570.13","$1,210,462.12","$254,530.96","$153,818.80","$220,674.09",18.60%,0.8862
MID004856,"$61,622.71","$59,930.71","$12,415.70","$5,334.39","$8,777.34",16.20%,0.9361
MID004857,"$108,834.11","$106,039.91","$23,317.98","$10,603.49","$15,673.98",20.40%,0.8935
MID004858,"$67,354.64","$66,055.18","$13,978.45","$8,496.97","$13,429.60",18.40%,0.8838
MID004859,"$68,590.68","$67,646.16","$14,282.53","$7,134.26","$11,356.01",16.80%,0.9516
MID004860,"$119,401.49","$116,397.28","$25,190.16","$10,998.76","$22,181.32",20.40%,0.8893
MID004861,"$12,447.81","$12,091.07","$2,653.89","$1,434.83","$2,132.58",16.00%,0.9223
MID004862,"$55,006.86","$54,221.70","$10,850.32","$6,130.86","$9,560.14",17.40%,0.9223
MID004863,"$12,671.37","$12,440.48","$2,655.70","$1,071.17","$1,807.74",15.20%,1.0059
MID004864,"$118,862.33","$115,927.47","$25,189.01","$12,572.22","$20,094.09",20.20%,0.8679
MID004865,"$108,620.69","$105,761.08","$21,547.78","$11,435.19","$16,679.52",17.40%,0.9570
MID004866,"$1,226.30","$1,207.71",$255.82,$143.03,$203.31,18.20%,0.8846
MID004867,"$1,234,824.43","$1,204,180.42","$272,143.61","$136,033.45","$224,323.25",20.80%,0.8629
MID004868,"$55,252.55","$53,846.57","$11,398.66","$6,967.35","$9,564.24",18.00%,0.8995
MID004869,"$55,307.28","$53,615.04","$12,127.24","$6,507.22","$10,089.99",18.40%,0.8499
MID004870,"$60,615.43","$59,032.10","$13,130.74","$7,265.40","$11,857.85",18.60%,0.8846
MID004871,"$6,208.97","$6,161.22","$1,227.91",$694.62,"$1,090.70",16.00%,0.9846
MID004872,"$1,257,655.02","$1,232,157.48","$262,070.14","$136,867.18","$204,094.41",15.00%,0.9832
MID004873,"$13,571.65","$13,470.88","$2,790.56","$1,778.63","$2,509.33",19.60%,0.9216
MID004874,"$110,157.33","$107,251.95","$23,764.23","$8,921.67","$13,781.20",16.20%,0.9324
MID004875,"$55,062.48","$53,984.93","$12,202.82","$5,815.91","$10,482.49",21.00%,0.8246
MID004876,"$109,941.39","$107,409.48","$21,946.64","$10,041.85","$15,668.06",19.00%,0.9086
MID004877,"$1,224,414.79","$1,204,775.11","$250,534.26","$144,256.62","$213,579.53",19.40%,0.8957
MID004878,"$120,238.94","$116,545.98","$25,370.31","$11,042.34","$18,626.93",17.20%,0.9160
MID004879,"$1,244,265.79","$1,213,917.46","$263,627.43","$138,056.47","$203,430.98",16.20%,0.9266
MID004880,"$67,816.88","$66,101.88","$14,258.56","$7,752.52","$11,894.75",18.80%,0.8989
MID004881,"$111,354.28","$107,722.56","$23,517.12","$11,660.96","$16,695.08",15.00%,0.9080
MID004882,"$62,345.08","$60,838.53","$13,659.03","$6,824.09","$10,726.02",17.40%,0.9038
MID004883,"$12,229.18","$11,925.50","$2,548.63","$1,271.05","$1,852.62",21.00%,0.8747
MID004884,"$97,251.98","$95,393.61","$20,342.90","$11,208.56","$16,456.60",20.00%,0.8481
MID004885,"$12,161.44","$11,931.16","$2,485.36","$1,319.35","$2,127.37",19.20%,0.8697
MID004886,"$1,226,593.33","$1,202,584.87","$259,812.73","$148,915.30","$227,958.14",19.00%,0.8721
MID004887,"$108,234.63","$107,070.40","$22,158.93","$11,308.65","$17,327.70",18.80%,0.9132
MID004888,"$120,865.58","$118,584.77","$25,619.82","$15,382.33","$20,978.93",17.40%,0.9315
MID004889,"$60,712.41","$59,107.75","$12,074.74","$6,491.86","$9,348.97",16.40%,0.9700
MID004890,"$84,332.85","$82,779.54","$17,406.36","$9,109.39","$14,466.24",19.00%,0.8809
MID004891,"$84,874.41","$83,322.84","$17,891.89","$10,894.08","$16,440.23",18.60%,0.8872
MID004892,"$60,854.33","$59,631.18","$11,961.86","$4,936.02","$8,256.59",16.40%,0.9910
MID004893,"$1,243.04","$1,226.82",$257.12,$132.89,$192.03,19.20%,0.9453
MID004894,"$111,486.45","$107,735.29","$23,603.78","$10,476.91","$16,328.41",18.00%,0.9103
MID004895,"$6,113.29","$5,966.62","$1,294.80",$768.93,"$1,129.42",19.80%,0.8598
MID004896,"$67,905.99","$66,623.11","$14,343.03","$7,768.09","$10,785.45",19.20%,0.8998
MID004897,"$49,359.27","$48,403.47","$10,822.49","$5,844.06","$8,908.83",20.20%,0.8648
MID004898,"$109,018.59","$106,142.02","$23,789.14","$11,526.46","$19,201.00",19.00%,0.8835
MID004899,"$84,294.56","$82,490.72","$17,739.54","$12,296.48","$16,341.74",19.40%,0.8622
MID004900,"$1,249.73","$1,239.08",$255.13,$133.31,$191.09,15.40%,0.9788
MID004901,"$117,240.90","$115,369.44","$23,191.44","$13,609.56","$22,560.60",18.20%,0.8728
MID004902,"$49,114.26","$48,758.81","$9,531.86","$5,327.89","$7,724.89",18.80%,0.9562
MID004903,"$1,249.77","$1,224.33",$266.85,$164.15,$211.68,16.20%,0.9360
MID004904,"$1,229.05","$1,208.68",$257.71,$168.92,$216.21,19.00%,0.8888
MID004905,"$108,730.37","$106,562.71","$21,712.64","$11,200.95","$19,128.15",17.80%,0.9548
MID004906,"$6,147.77","$6,031.17","$1,319.11",$832.52,"$1,097.83",20.00%,0.8701
MID004907,"$120,336.35","$118,220.92","$25,865.66","$13,348.39","$20,984.10",19.40%,0.9022
MID004908,"$6,146.25","$6,006.02","$1,276.78",$719.72,"$1,014.04",18.60%,0.8978
MID004909,"$1,232,803.58","$1,205,584.52","$257,275.47","$149,500.51","$221,752.42",16.60%,0.9049
MID004910,"$6,193.89","$6,041.45","$1,332.65",$676.90,"$1,029.79",18.20%,0.8959
MID004911,"$84,524.25","$82,309.13","$18,819.84","$11,342.63","$15,725.78",19.20%,0.8249
MID004912,"$110,378.81","$108,425.71","$22,619.10","$12,869.58","$18,646.49",17.20%,0.9010
MID004913,"$110,378.10","$108,066.38","$21,923.41","$11,673.90","$17,212.11",14.60%,1.0207
MID004914,"$1,222.01","$1,207.31",$244.69,$142.90,$206.60,17.80%,0.9073
MID004915,"$97,838.68","$95,195.88","$19,909.84","$9,449.31","$15,557.95",18.40%,0.8960
MID004916,"$1,238,802.98","$1,196,944.65","$268,639.12","$138,003.34","$222,070.20",18.40%,0.8889
MID004917,"$61,716.32","$60,643.35","$12,998.87","$7,711.37","$10,597.31",20.00%,0.9013
MID004918,"$13,540.43","$13,244.37","$2,714.69","$1,535.00","$2,240.58",18.60%,0.9358
MID004919,"$119,099.41","$116,189.09","$25,092.53","$13,115.03","$19,777.14",18.40%,0.8807
MID004920,"$1,243,782.38","$1,207,440.80","$261,583.08","$129,121.05","$194,966.00",17.00%,0.9320
MID004921,"$56,042.21","$55,244.86","$11,207.82","$6,993.69","$9,720.72",16.00%,0.9852
MID004922,"$68,111.65","$66,648.52","$15,462.46","$8,242.82","$11,989.05",19.00%,0.8480
MID004923,"$100,203.56","$98,066.47","$22,430.68","$12,868.20","$18,456.08",17.80%,0.9007
MID004924,"$1,242,855.80","$1,214,343.21","$259,468.85","$123,448.73","$214,770.96",17.20%,0.9360
MID004925,"$6,046.51","$5,978.08","$1,220.53",$812.53,"$1,173.65",19.40%,0.8574
MID004926,"$6,211.69","$6,020.96","$1,274.70",$642.19,"$1,025.03",15.80%,0.9506
MID004927,"$12,416.86","$12,171.69","$2,512.26",$962.54,"$1,837.87",16.80%,0.9620
MID004928,"$53,948.69","$53,217.72","$10,894.89","$6,977.36","$10,269.85",20.80%,0.8214
MID004929,"$60,844.05","$59,620.87","$12,995.07","$6,963.43","$9,482.80",17.20%,0.9114
MID004930,"$116,692.40","$113,673.42","$23,744.82","$15,484.90","$21,852.41",20.60%,0.8293
MID004931,"$120,232.43","$118,285.48","$25,218.03","$15,235.90","$22,858.01",17.80%,0.9213
MID004932,"$108,558.57","$106,447.13","$22,279.07","$11,472.06","$17,838.51",16.00%,0.9228
MID004933,"$61,119.80","$59,233.59","$13,230.30","$7,198.15","$10,147.01",20.20%,0.8405
MID004934,"$1,242,383.59","$1,213,398.42","$246,551.01","$107,397.58","$187,752.37",14.20%,0.9831
MID004935,"$6,076.63","$5,946.22","$1,330.19",$748.63,"$1,116.60",21.00%,0.8094
MID004936,"$1,219.34","$1,183.96",$244.99,$123.55,$192.23,18.60%,0.8953
MID004937,"$55,781.18","$54,708.42","$11,254.29","$5,906.95","$8,841.03",17.00%,0.9580
MID004938,"$48,359.31","$47,059.33","$10,197.15","$5,390.85","$7,851.02",21.40%,0.8198
MID004939,"$108,516.95","$106,119.17","$23,058.45","$11,574.80","$16,469.50",17.40%,0.8898
MID004940,"$12,376.87","$12,016.06","$2,592.34","$1,331.43","$1,972.46",16.20%,0.9169
MID004941,"$55,610.53","$54,019.04","$11,658.70","$6,024.28","$9,310.84",17.00%,0.9101
MID004942,"$54,909.77","$53,487.28","$11,002.98","$6,460.14","$9,598.75",18.40%,0.9006
MID004943,"$55,080.97","$53,665.68","$11,359.90","$4,675.62","$7,721.66",20.40%,0.8874
MID004944,"$48,858.54","$47,785.03","$10,145.06","$5,164.30","$9,079.31",18.80%,0.8732
